bike_activity_uid,bike_activity_sample_uid,bike_activity_measurement,bike_activity_measurement_timestamp,bike_activity_measurement_lon,bike_activity_measurement_lat,bike_activity_measurement_speed,bike_activity_measurement_accelerometer_x,bike_activity_measurement_accelerometer_y,bike_activity_measurement_accelerometer_z,bike_activity_phone_position,bike_activity_bike_type,bike_activity_flagged_lab_conditions,bike_activity_surface_type,bike_activity_smoothness_type
8a7fb2ff-c32c-43c0-ba1e-e1a25546cb5a,6ae262b6-6fde-45c1-b7ec-2570438ce0e7,56eacc81-d28f-400f-956a-766d36a1f06b,1624826510848,-16.8281139,32.6448908,0.49953032,-0.048961103,0.014865398,-0.056654453,other,other,False,mixed,mixed
8a7fb2ff-c32c-43c0-ba1e-e1a25546cb5a,6ae262b6-6fde-45c1-b7ec-2570438ce0e7,661b6b4d-e532-4185-9cfc-6ca938f0fab0,1624826510882,-16.8281139,32.6448908,0.49953032,0.05408764,0.13908005,-0.07259226,other,other,False,mixed,mixed
8a7fb2ff-c32c-43c0-ba1e-e1a25546cb5a,6ae262b6-6fde-45c1-b7ec-2570438ce0e7,f7dbb555-ade2-498c-8f4c-cb3bba46bba5,1624826510915,-16.8281139,32.6448908,0.49953032,0.02531588,0.058024406,-0.040071487,other,other,False,mixed,mixed
8a7fb2ff-c32c-43c0-ba1e-e1a25546cb5a,6ae262b6-6fde-45c1-b7ec-2570438ce0e7,4a364b4b-7ad4-4af2-b8b4-2722085cdef4,1624826510948,-16.8281139,32.6448908,0.49953032,0.016447306,0.14784813,0.044997692,other,other,False,mixed,mixed
8a7fb2ff-c32c-43c0-ba1e-e1a25546cb5a,6ae262b6-6fde-45c1-b7ec-2570438ce0e7,a42a537b-0b1b-4874-a9fe-339e33ce093e,1624826510982,-16.8281139,32.6448908,0.49953032,0.10703999,0.060062885,0.0030312538,other,other,False,mixed,mixed
8a7fb2ff-c32c-43c0-ba1e-e1a25546cb5a,6ae262b6-6fde-45c1-b7ec-2570438ce0e7,6c7b9a8f-30ba-46f5-822c-d4a46a413d19,1624826511015,-16.8281139,32.6448908,0.49953032,0.10101938,0.040672302,-0.002038002,other,other,False,mixed,mixed
8a7fb2ff-c32c-43c0-ba1e-e1a25546cb5a,6ae262b6-6fde-45c1-b7ec-2570438ce0e7,25d80600-6016-4022-9f2f-3dc0d2118ef1,1624826511049,-16.8281139,32.6448908,0.49953032,0.17808974,0.07689905,0.003115654,other,other,False,mixed,mixed
8a7fb2ff-c32c-43c0-ba1e-e1a25546cb5a,6ae262b6-6fde-45c1-b7ec-2570438ce0e7,3d0a8b82-b8d4-4582-b53e-6dd7af21943e,1624826511082,-16.8281139,32.6448908,0.49953032,0.08681697,0.07486677,-0.07147694,other,other,False,mixed,mixed
8a7fb2ff-c32c-43c0-ba1e-e1a25546cb5a,6ae262b6-6fde-45c1-b7ec-2570438ce0e7,d0605538-503b-4ffb-856e-841793584856,1624826511115,-16.8281139,32.6448908,0.49953032,0.023051143,0.07723045,0.009768963,other,other,False,mixed,mixed
8a7fb2ff-c32c-43c0-ba1e-e1a25546cb5a,6ae262b6-6fde-45c1-b7ec-2570438ce0e7,b857dab2-dcda-447a-bff8-17ec420bcca5,1624826511148,-16.8281139,32.6448908,0.49953032,0.06897867,0.18235064,-0.52710915,other,other,False,mixed,mixed
